03/04/2017;1,517017;107,38376
31/03/2017;1,51654;107,255884
30/03/2017;1,514716;106,941494
29/03/2017;1,510506;107,522785
28/03/2017;1,518215;107,745454
27/03/2017;1,521246;107,650853
24/03/2017;1,536447;107,192577
23/03/2017;1,543623;106,9898
22/03/2017;1,5405;107,309164
21/03/2017;1,544836;107,242112
20/03/2017;1,543888;107,253247
17/03/2017;1,545453;106,673015
16/03/2017;1,536385;106,673447
15/03/2017;1,537653;106,670779
14/03/2017;1,538521;106,745262
